c resource constrained multi commodity flow
c WorldLarge
k 388 575 2 2800
k 388 577 5 1300
k 388 578 6 3600
k 388 580 11 1100
k 388 583 2 4000
k 388 584 7 3800
k 388 585 5 3000
k 388 586 1 1400
k 388 587 1 2800
k 388 588 33 1900
k 388 589 13 2900
k 388 590 11 2200
k 388 595 16 2500
k 388 596 4 5200
k 388 600 13 2900
k 388 601 7 2400
k 388 602 5 1700
k 388 604 10 3600
k 389 464 91 2000
k 389 465 10 3000
k 389 466 1 3200
k 389 467 3 3100
k 389 468 8 5600
k 389 469 6 3800
k 389 470 12 5200
k 389 471 12 5600
k 389 476 7 2500
k 389 477 2 3000
k 389 480 3 2700
k 389 483 7 3100
k 389 484 3 2400
k 389 486 16 4600
k 389 487 2 3300
k 389 488 15 4300
k 389 491 8 3700
k 389 492 1 4100
k 389 493 3 4500
k 389 495 1 2600
k 389 498 2 1400
k 389 500 6 1400
k 389 502 5 1800
k 389 504 4 1900
k 389 505 1 3000
k 389 507 7 800
k 389 508 7 700
k 389 518 14 2700
k 389 520 20 5600
k 389 521 1 2900
k 389 522 11 3700
k 389 524 2 4900
k 389 527 3 2500
k 389 528 11 2500
k 389 529 2 3600
k 389 530 9 3400
k 389 534 2 800
k 389 535 2 5400
k 389 539 2 4700
k 389 540 3 5100
k 389 541 6 3900
k 389 542 15 3100
k 389 543 8 4500
k 389 546 7 3100
k 389 547 1 900
k 389 549 15 2700
k 389 551 1 3700
k 389 552 3 2900
k 389 554 28 2600
k 389 557 10 4700
k 389 561 3 2900
k 389 564 1 3600
k 389 566 25 2600
k 389 569 2 1200
k 389 571 10 2700
k 389 572 17 3000
k 389 573 20 1100
k 389 575 5 3500
k 389 577 3 1800
k 389 578 8 2800
k 389 584 2 3400
k 389 585 7 3300
k 389 586 3 1300
k 389 588 156 1900
k 389 589 40 2900
k 389 590 26 2200
k 389 593 10 2600
k 389 595 60 2400
k 389 596 3 5500
k 389 598 4 3200
k 389 600 3 3200
k 389 603 5 3000
k 389 604 22 3800
k 389 605 1 3200
k 390 464 30 2000
k 390 470 2 5200
k 390 471 1 5600
k 390 491 2 3700
k 390 502 3 2400
k 390 506 3 1500
k 390 516 2 1500
k 390 527 2 2500
k 390 528 1 3400
k 390 534 4 1700
k 390 547 2 2300
k 390 561 1 1600
k 390 566 14 2500
k 390 569 3 1500
k 390 572 1 3000
k 390 579 4 400
k 390 585 1 3300
k 390 588 2 3000
k 390 602 8 1900
k 390 604 2 4600
k 391 464 3 900
k 391 480 2 2900
k 391 481 6 3400
k 391 498 3 1800
k 391 502 2 1800
k 391 508 8 900
k 391 516 2 1800
k 391 527 2 1900
k 391 528 8 1500
k 391 529 3 1800
k 391 531 12 900
k 391 532 1 1000
k 391 542 1 7000
k 391 547 4 1700
k 391 555 10 2100
k 391 573 3 600
k 391 575 3 2100
k 391 579 4 1600
k 391 585 1 1500
k 391 587 9 2300
k 391 588 46 2100
k 391 589 1 2900
k 391 590 7 3100
k 391 591 2 4500
k 391 595 5 2500
k 391 600 1 3900
k 391 604 4 3600
k 392 464 67 3900
k 392 466 1 4500
k 392 468 2 2900
k 392 469 1 2000
k 392 470 3 3200
k 392 471 2 2800
k 392 474 7 5200
k 392 477 2 5600
k 392 484 2 5400
k 392 498 34 5000
k 392 499 17 5300
k 392 506 17 4600
k 392 507 22 3600
k 392 508 18 3300
k 392 509 12 3100
k 392 511 9 3200
k 392 512 1 3800
k 392 513 4 5200
k 392 517 2 3500
k 392 518 6 5700
k 392 519 11 5200
k 392 520 19 600
k 392 522 18 1300
k 392 527 1 2200
k 392 528 3 7000
k 392 531 16 7000
k 392 532 2 4800
k 392 534 4 4500
k 392 542 1 4000
k 392 545 4 4500
k 392 547 6 5000
k 392 551 1 1500
k 392 552 27 1400
k 392 553 17 1100
k 392 554 23 6100
k 392 555 7 4700
k 392 557 2 3500
k 392 565 1 900
k 392 569 2 4800
k 392 572 10 4800
k 392 573 2 4000
k 392 574 6 5900
k 392 575 6 1100
k 392 576 3 4400
k 392 580 6 3400
k 392 581 3 4700
k 392 587 4 4300
k 392 591 45 2600
k 392 594 2 3100
k 392 600 6 1000
k 392 601 4 900
k 392 602 3 5200
k 392 604 7 3700
k 392 605 20 4400
k 393 464 111 3700
k 393 465 3 6300
k 393 466 2 4800
k 393 467 42 4200
k 393 468 3 3700
k 393 470 24 3300
k 393 471 11 2900
k 393 472 12 2300
k 393 474 1 5300
k 393 475 9 5000
k 393 478 3 6800
k 393 480 9 5700
k 393 485 3 3400
k 393 491 2 700
k 393 494 3 800
k 393 496 15 4800
k 393 498 26 4800
k 393 499 8 5200
k 393 500 1 4200
k 393 501 2 4500
k 393 507 2 2700
k 393 508 6 3300
k 393 509 31 4800
k 393 511 5 4500
k 393 514 5 4600
k 393 516 16 4500
k 393 517 30 3500
k 393 518 3 6000
k 393 519 1 4300
k 393 520 16 1000
k 393 523 2 1800
k 393 525 4 5000
k 393 526 8 5200
k 393 527 3 2700
k 393 528 10 3500
k 393 531 6 3200
k 393 532 5 4600
k 393 534 3 4300
k 393 542 5 4300
k 393 543 5 500
k 393 544 3 3200
k 393 545 2 4600
k 393 546 3 2900
k 393 547 2 5300
k 393 549 1 4700
k 393 552 1 1600
k 393 553 12 1400
k 393 554 3 6200
k 393 555 200 4900
k 393 557 1 4100
k 393 561 12 4600
k 393 562 6 3900
k 393 564 1 5400
k 393 566 9 3900
k 393 569 2 3900
k 393 572 5 2700
k 393 573 7 3800
k 393 574 4 5800
k 393 577 2 4500
k 393 580 166 4400
k 393 582 5 4700
k 393 585 7 5000
k 393 586 3 3700
k 393 587 2 3100
k 393 591 148 1700
k 393 594 29 1900
k 393 597 4 4600
k 393 600 4 1200
k 393 602 3 3800
k 393 604 14 4000
k 393 605 44 4600
k 394 468 3 3300
k 394 470 3 2900
k 394 471 5 2500
k 394 518 1 6900
k 394 543 2 400
k 394 554 1 5900
k 394 561 2 2800
k 395 465 1 5200
k 395 468 1 2700
k 395 469 1 2500
k 395 470 2 3100
k 395 471 2 2700
k 395 477 2 5800
k 395 498 12 4400
k 395 499 7 5300
k 395 500 1 3000
k 395 501 5 4000
k 395 508 5 3500
k 395 509 9 4100
k 395 511 6 3900
k 395 513 4 4600
k 395 531 8 4700
k 395 532 2 4200
k 395 549 1 3200
k 395 555 66 4300
k 395 560 1 3000
k 395 566 26 3200
k 395 573 3 3600
k 395 574 3 5300
k 395 580 3 4700
k 395 585 1 4300
k 395 591 11 1700
k 395 604 2 2900
k 395 605 1 3000
k 396 484 4 4100
k 396 522 1 1400
k 396 524 1 1500
k 396 553 1 1200
k 396 554 5 4700
k 396 557 1 3000
k 396 560 4 4600
k 396 566 5 3300
k 396 578 28 1400
k 396 586 4 3900
k 397 464 61 2900
k 397 466 3 3600
k 397 469 2 2300
k 397 472 8 2000
k 397 475 8 3600
k 397 480 31 4600
k 397 484 6 4800
k 397 496 7 3300
k 397 498 22 4300
k 397 499 19 5200
k 397 501 2 3900
k 397 506 20 4200
k 397 507 9 3000
k 397 508 6 3800
k 397 509 11 4000
k 397 511 12 3700
k 397 514 12 4100
k 397 515 9 5200
k 397 516 4 7000
k 397 517 26 3600
k 397 518 4 5100
k 397 519 6 3700
k 397 520 3 900
k 397 522 12 1600
k 397 524 1 1600
k 397 527 3 2200
k 397 528 11 2700
k 397 531 8 3500
k 397 532 5 4100
k 397 533 3 5200
k 397 534 1 3800
k 397 542 7 3200
k 397 543 34 500
k 397 545 7 4000
k 397 546 3 2200
k 397 547 3 4900
k 397 552 6 1600
k 397 553 17 1000
k 397 554 16 5500
k 397 555 235 4100
k 397 557 26 2800
k 397 558 1 4700
k 397 559 9 3400
k 397 560 10 3500
k 397 561 2 7000
k 397 562 2 2500
k 397 565 1 1000
k 397 566 11 3100
k 397 568 1 4500
k 397 569 3 4900
k 397 571 5 5100
k 397 572 2 3900
k 397 573 5 3400
k 397 574 9 5200
k 397 575 12 1100
k 397 576 13 4000
k 397 577 2 4700
k 397 578 34 1300
k 397 579 2 3600
k 397 580 25 3900
k 397 581 5 3900
k 397 584 16 600
k 397 585 3 4100
k 397 586 5 4900
k 397 590 1 4200
k 397 591 69 1800
k 397 594 36 2000
k 397 596 1 1800
k 397 598 7 3800
k 397 600 9 800
k 397 601 10 1300
k 397 603 2 3300
k 397 604 21 3100
k 397 605 9 3700
k 398 464 174 3000
k 398 466 5 3900
k 398 468 3 2700
k 398 469 2 2500
k 398 470 13 3100
k 398 471 9 2700
k 398 472 2 2300
k 398 474 12 4700
k 398 475 3 4600
k 398 480 24 4700
k 398 482 2 1900
k 398 484 2 4800
k 398 485 5 5900
k 398 486 1 3800
k 398 487 2 6000
k 398 489 2 900
k 398 493 1 1200
k 398 494 15 800
k 398 495 2 3700
k 398 496 27 2500
k 398 498 54 4400
k 398 499 10 5300
k 398 502 2 4500
k 398 505 2 3500
k 398 506 22 4300
k 398 507 66 3400
k 398 508 4 3700
k 398 509 31 4100
k 398 511 5 3900
k 398 512 17 3700
k 398 514 8 4300
k 398 515 1 5300
k 398 516 6 4100
k 398 517 55 3400
k 398 518 11 5100
k 398 520 7 800
k 398 522 41 1400
k 398 525 8 4100
k 398 526 3 4800
k 398 527 4 2500
k 398 528 11 2800
k 398 531 28 3500
k 398 532 17 4200
k 398 533 3 5300
k 398 542 55 3300
k 398 543 20 500
k 398 544 9 4300
k 398 545 4 4200
k 398 546 5 2300
k 398 547 28 4500
k 398 549 3 2900
k 398 550 5 1600
k 398 551 2 1700
k 398 552 44 1600
k 398 553 36 1300
k 398 554 15 5400
k 398 555 224 4300
k 398 557 7 3200
k 398 559 2 3600
k 398 560 2 4600
k 398 561 14 2500
k 398 562 6 2200
k 398 563 1 2400
k 398 564 2 3200
k 398 565 4 1100
k 398 566 19 3200
k 398 568 1 3800
k 398 571 4 5100
k 398 572 11 4000
k 398 573 22 3600
k 398 574 5 5300
k 398 575 8 1100
k 398 576 2 4200
k 398 578 89 1400
k 398 579 3 4700
k 398 580 42 4100
k 398 582 5 4300
k 398 584 5 700
k 398 585 15 4300
k 398 586 5 3800
k 398 587 6 3500
k 398 588 7 3800
k 398 590 7 3800
k 398 591 247 1600
k 398 593 4 3000
k 398 594 47 1800
k 398 595 5 3300
k 398 596 4 2200
k 398 598 1 3800
k 398 600 28 1000
k 398 601 25 1300
k 398 603 8 3700
k 398 604 111 3200
k 398 605 17 3800
k 399 464 30 1700
k 399 473 6 3800
k 399 474 7 3600
k 399 475 1 7000
k 399 491 8 3900
k 399 492 1 4000
k 399 498 14 3400
k 399 499 2 3800
k 399 506 6 3000
k 399 507 24 2100
k 399 508 3 3500
k 399 511 3 2800
k 399 513 1 3100
k 399 514 6 4100
k 399 516 20 3300
k 399 517 17 6800
k 399 519 2 3100
k 399 520 10 4100
k 399 522 5 3600
k 399 525 1 3100
k 399 526 2 2400
k 399 527 23 2700
k 399 528 8 2400
k 399 529 1 2800
k 399 530 1 2200
k 399 531 1 2400
k 399 532 6 2800
k 399 533 3 3700
k 399 536 4 4500
k 399 538 1 4400
k 399 543 3 4700
k 399 544 3 2200
k 399 546 3 2400
k 399 549 10 3200
k 399 552 4 2700
k 399 554 14 5200
k 399 555 29 4300
k 399 561 1 1100
k 399 565 1 3700
k 399 566 6 2100
k 399 567 5 3900
k 399 569 6 4700
k 399 571 10 4400
k 399 573 27 2000
k 399 574 3 7000
k 399 578 2 3600
k 399 580 1 2600
k 399 582 2 3000
k 399 587 8 4000
k 399 588 22 3800
k 399 590 7 4200
k 399 591 2 5900
k 399 594 2 6300
k 399 601 4 3700
k 399 602 4 3100
k 399 604 5 3600
k 399 605 3 3800
k 400 464 118 3000
k 400 465 7 5100
k 400 467 20 4200
k 400 468 26 2000
k 400 469 26 2200
k 400 470 30 2300
k 400 471 89 2000
k 400 472 162 1800
k 400 473 2 4300
k 400 474 3 4300
k 400 475 17 4200
k 400 476 20 4600
k 400 477 11 6000
k 400 478 3 5600
k 400 479 7 5900
k 400 480 47 4500
k 400 483 2 4300
k 400 484 12 4400
k 400 485 3 6300
k 400 486 6 4100
k 400 487 4 5800
k 400 491 2 400
k 400 495 7 2800
k 400 496 157 2900
k 400 498 310 4100
k 400 499 9 4400
k 400 500 2 3500
k 400 501 3 4300
k 400 503 1 4700
k 400 504 2 5300
k 400 505 7 3800
k 400 506 17 3600
k 400 507 133 2700
k 400 508 7 3400
k 400 509 27 3500
k 400 510 2 4100
k 400 511 8 3300
k 400 512 4 3900
k 400 513 7 3600
k 400 514 23 3900
k 400 515 12 5300
k 400 516 38 3800
k 400 517 5 3500
k 400 518 67 4800
k 400 519 11 3100
k 400 520 31 600
k 400 522 36 1300
k 400 524 1 1400
k 400 525 31 3800
k 400 526 11 2900
k 400 527 43 2000
k 400 528 314 2300
k 400 530 59 4400
k 400 531 21 4400
k 400 532 3 3900
k 400 533 1 4600
k 400 534 53 3600
k 400 538 12 500
k 400 539 2 1300
k 400 541 4 700
k 400 542 27 3100
k 400 544 4 4300
k 400 545 9 3300
k 400 546 2 1700
k 400 547 17 4400
k 400 549 12 2700
k 400 550 103 1900
k 400 551 14 1200
k 400 552 7 1200
k 400 553 61 1100
k 400 554 138 4900
k 400 555 50 3800
k 400 556 1 5100
k 400 557 9 2600
k 400 558 1 2800
k 400 559 1 2600
k 400 560 3 4200
k 400 561 27 2500
k 400 562 13 2500
k 400 563 38 2500
k 400 564 13 3500
k 400 566 29 2700
k 400 569 12 4400
k 400 570 236 5300
k 400 571 253 5000
k 400 572 30 4000
k 400 573 22 3100
k 400 574 13 5000
k 400 575 39 1000
k 400 576 11 3400
k 400 577 6 4500
k 400 578 21 1200
k 400 579 1 4500
k 400 580 77 3500
k 400 581 7 3600
k 400 582 12 3400
k 400 584 10 1000
k 400 585 8 4000
k 400 586 59 4000
k 400 587 6 3400
k 400 588 7 4000
k 400 590 8 4600
k 400 591 376 2000
k 400 593 13 3000
k 400 594 35 2200
k 400 595 8 3200
k 400 596 2 1300
k 400 597 2 5500
k 400 598 39 3600
k 400 599 2 1500
k 400 603 14 3500
k 400 604 147 2800
k 400 605 19 3400
k 401 464 8 700
k 401 472 8 3000
k 401 484 3 4500
k 401 487 1 4700
k 401 488 1 4900
k 401 498 1 3400
k 401 507 5 2400
k 401 514 1 4000
k 401 516 6 3400
k 401 517 1 6100
k 401 518 2 4600
k 401 520 1 3800
k 401 522 2 3900
k 401 523 1 4100
k 401 524 1 2200
k 401 527 15 2800
k 401 528 45 1700
k 401 532 2 3100
k 401 542 2 2300
k 401 543 4 4700
k 401 546 11 1700
k 401 547 2 3400
k 401 551 1 2900
k 401 554 1 4200
k 401 555 2 3500
k 401 565 1 2500
k 401 573 5 2100
k 401 575 7 1900
k 401 578 3 4000
k 401 579 1 2800
k 401 584 1 3200
k 401 586 4 3200
k 401 587 6 4500
k 401 588 4 4300
k 401 589 8 5300
k 401 590 3 4600
k 401 596 5 4300
k 401 601 10 2000
k 401 604 4 3600
k 402 464 13 2100
k 402 465 11 3500
k 402 471 2 5700
k 402 473 1 2400
k 402 476 3 3400
k 402 483 2 4100
k 402 484 4 2800
k 402 487 2 3700
k 402 493 1 3500
k 402 499 5 2300
k 402 507 16 1000
k 402 516 1 2000
k 402 518 5 7000
k 402 528 6 2600
k 402 530 5 2100
k 402 542 2 3300
k 402 544 5 3400
k 402 546 1 2600
k 402 548 1 1600
k 402 554 9 2800
k 402 561 11 1600
k 402 573 1 1100
k 402 577 4 2400
k 402 585 3 3500
k 402 586 4 1500
k 402 588 3 2300
k 402 602 5 2200
k 403 464 25 1000
k 403 465 6 5000
k 403 466 1 3000
k 403 467 5 4300
k 403 470 4 3300
k 403 471 3 3000
k 403 472 6 1100
k 403 473 1 3100
k 403 474 21 2400
k 403 475 2 3100
k 403 476 1 3800
k 403 477 5 4400
k 403 480 4 4800
k 403 481 3 4700
k 403 489 2 2100
k 403 491 15 1500
k 403 492 3 2200
k 403 493 5 1100
k 403 498 35 2600
k 403 499 7 7000
k 403 501 4 2500
k 403 505 1 4300
k 403 506 4 2800
k 403 507 6 1400
k 403 508 6 2300
k 403 509 4 2000
k 403 510 3 2400
k 403 511 8 2600
k 403 512 1 2600
k 403 513 3 3100
k 403 514 10 2800
k 403 516 83 2200
k 403 517 4 3700
k 403 518 6 4300
k 403 519 2 2600
k 403 520 5 1100
k 403 522 2 1600
k 403 523 1 1100
k 403 525 3 3100
k 403 526 1 1700
k 403 527 6 800
k 403 528 5 1800
k 403 530 2 2500
k 403 531 25 1900
k 403 532 11 2700
k 403 533 2 2000
k 403 535 4 2800
k 403 536 6 3400
k 403 540 11 1700
k 403 541 19 2800
k 403 542 18 2000
k 403 543 11 1300
k 403 544 9 2400
k 403 545 1 2700
k 403 547 1 3400
k 403 549 6 3000
k 403 553 2 1400
k 403 554 12 4300
k 403 555 29 3200
k 403 557 2 2700
k 403 561 10 600
k 403 564 1 4700
k 403 566 4 1300
k 403 567 7 2900
k 403 569 8 2500
k 403 570 1 3600
k 403 571 14 3400
k 403 572 10 2100
k 403 573 8 1200
k 403 574 6 3500
k 403 575 4 800
k 403 576 3 2700
k 403 577 2 2800
k 403 578 8 900
k 403 579 10 3200
k 403 580 6 2500
k 403 581 2 2000
k 403 582 3 2800
k 403 584 5 1700
k 403 585 12 5000
k 403 586 4 2200
k 403 587 25 3800
k 403 588 77 3500
k 403 589 15 4500
k 403 590 28 4000
k 403 591 17 3800
k 403 594 5 4100
k 403 595 43 4100
k 403 596 4 2700
k 403 600 1 1400
k 403 601 4 900
k 403 602 8 1300
k 403 603 3 3200
k 403 604 12 2200
k 404 464 5 2600
k 404 465 1 2400
k 404 476 5 2400
k 404 480 1 2700
k 404 481 1 3300
k 404 483 1 2500
k 404 484 3 1900
k 404 487 6 2800
k 404 488 2 4500
k 404 498 4 1200
k 404 502 3 1500
k 404 503 7 2300
k 404 506 4 2000
k 404 507 2 2200
k 404 509 2 2600
k 404 516 7 7000
k 404 518 5 1900
k 404 520 7 4600
k 404 527 2 3000
k 404 528 6 4000
k 404 532 6 1700
k 404 536 2 5800
k 404 541 2 5100
k 404 543 3 4600
k 404 546 1 3000
k 404 549 1 4600
k 404 554 15 1800
k 404 555 18 1200
k 404 566 3 3400
k 404 571 2 1400
k 404 573 2 2300
k 404 576 2 2000
k 404 577 3 1800
k 404 585 1 3900
k 404 588 2 1900
k 404 603 1 3700
k 404 604 1 4000
k 405 464 2 2300
k 405 473 2 1000
k 405 487 2 1900
k 405 498 2 1100
k 405 506 10 1000
k 405 534 7 1600
k 405 542 2 3400
k 405 545 5 1900
k 405 553 1 2700
k 405 561 2 3000
k 405 570 7 5000
k 405 571 2 1600
k 405 573 8 1900
k 405 574 1 1400
k 405 588 1 1500
k 405 590 1 1600
k 405 602 4 3000
k 406 464 11 1900
k 406 466 2 3500
k 406 488 1 2500
k 406 492 2 2700
k 406 498 2 3400
k 406 509 9 4600
k 406 510 17 4800
k 406 512 1 4000
k 406 513 4 3200
k 406 514 26 3700
k 406 516 25 3500
k 406 520 8 1800
k 406 528 4 3300
k 406 529 1 3200
k 406 531 5 2500
k 406 532 7 3700
k 406 539 2 3000
k 406 540 2 2800
k 406 541 3 3000
k 406 543 3 2900
k 406 546 1 2000
k 406 555 3 3800
k 406 562 1 4400
k 406 565 1 3300
k 406 566 4 2400
k 406 575 4 2100
k 406 578 3 1400
k 406 584 1 2700
k 406 587 1 3500
k 406 588 7 5000
k 406 590 1 3600
k 406 591 2 3700
k 406 601 1 1500
k 406 603 2 3200
k 406 604 60 400
k 406 605 2 3100
k 407 470 7 4100
k 407 471 4 3000
k 407 480 3 2800
k 407 485 2 4200
k 407 486 2 2000
k 407 488 19 4200
k 407 491 17 2800
k 407 492 26 4000
k 407 496 14 700
k 407 505 12 1100
k 407 508 2 2300
k 407 520 39 3300
k 407 528 35 4500
k 407 536 3 3400
k 407 540 2 3300
k 407 541 31 3400
k 407 543 47 3400
k 407 557 7 3300
k 407 562 52 500
k 407 563 2 800
k 407 564 2 1400
k 407 575 1 3700
k 407 578 1 4400
k 407 584 4 3700
k 407 591 54 1100
k 408 464 7 1400
k 408 470 1 2500
k 408 471 2 1900
k 408 474 4 4000
k 408 476 7 4300
k 408 477 2 4800
k 408 480 8 4000
k 408 482 1 3700
k 408 483 3 3800
k 408 488 4 1200
k 408 492 2 1500
k 408 493 1 1700
k 408 494 2 800
k 408 498 13 3600
k 408 499 6 3800
k 408 500 1 2900
k 408 513 2 2600
k 408 516 7 3500
k 408 517 2 4200
k 408 518 2 5500
k 408 520 1 800
k 408 522 1 700
k 408 523 2 600
k 408 524 1 500
k 408 525 2 2600
k 408 531 7 2300
k 408 540 1 1200
k 408 542 1 2700
k 408 543 7 1000
k 408 546 2 1500
k 408 549 5 2100
k 408 552 5 400
k 408 553 1 300
k 408 554 1 5300
k 408 555 4 3500
k 408 557 2 2600
k 408 562 5 4700
k 408 573 4 2600
k 408 577 4 3600
k 408 578 1 500
k 408 580 4 3000
k 408 587 7 3900
k 408 591 18 3800
k 408 593 7 4600
k 408 596 1 2800
k 408 600 9 800
k 408 601 4 600
k 408 604 3 2400
k 408 605 4 3000
k 409 464 37 1500
k 409 465 5 3800
k 409 466 4 2400
k 409 467 2 4600
k 409 468 10 3100
k 409 469 3 1400
k 409 470 7 2300
k 409 471 7 2700
k 409 474 13 3400
k 409 475 1 2700
k 409 476 69 4200
k 409 480 3 3800
k 409 482 4 3100
k 409 483 1 4000
k 409 484 8 3300
k 409 486 3 5600
k 409 487 6 4700
k 409 489 2 1500
k 409 492 2 1100
k 409 495 4 4300
k 409 498 35 2900
k 409 499 4 2900
k 409 501 3 3900
k 409 502 6 3900
k 409 503 2 3000
k 409 506 2 2100
k 409 507 9 1700
k 409 509 6 3200
k 409 511 1 2500
k 409 513 1 2900
k 409 514 3 2400
k 409 515 2 3900
k 409 516 37 3000
k 409 517 4 3300
k 409 518 25 3600
k 409 519 2 2900
k 409 522 1 300
k 409 524 1 600
k 409 525 2 2300
k 409 528 1 1900
k 409 531 14 2200
k 409 532 7 2500
k 409 533 2 2100
k 409 534 2 2200
k 409 541 3 1400
k 409 542 1 2500
k 409 544 8 1700
k 409 545 7 2300
k 409 546 4 1400
k 409 547 3 3800
k 409 549 13 2000
k 409 550 4 3600
k 409 553 5 300
k 409 554 10 4200
k 409 555 21 2600
k 409 557 15 2000
k 409 559 1 2000
k 409 561 3 2500
k 409 562 3 4200
k 409 566 3 2100
k 409 567 2 3300
k 409 569 3 4200
k 409 570 4 3900
k 409 571 24 3800
k 409 572 5 2500
k 409 573 16 1700
k 409 574 3 3500
k 409 575 1 300
k 409 576 2 2300
k 409 577 24 3500
k 409 578 5 600
k 409 580 20 2200
k 409 581 5 3000
k 409 582 3 2300
k 409 585 4 2900
k 409 587 8 3700
k 409 588 4 3500
k 409 590 3 3900
k 409 591 77 3200
k 409 593 3 4600
k 409 594 2 3300
k 409 595 3 4500
k 409 596 21 2500
k 409 600 6 1000
k 409 601 13 300
k 409 603 5 2800
k 409 604 18 1900
k 409 605 2 2900
k 410 464 68 1100
k 410 465 4 3400
k 410 466 1 2300
k 410 467 10 3900
k 410 468 6 2200
k 410 469 2 800
k 410 470 21 1500
k 410 471 20 1900
k 410 472 6 1000
k 410 474 33 3000
k 410 475 4 2300
k 410 476 53 3400
k 410 480 4 3100
k 410 482 9 2800
k 410 483 3 2700
k 410 484 8 3100
k 410 487 9 4400
k 410 488 5 1100
k 410 491 14 1000
k 410 493 7 1400
k 410 494 3 700
k 410 498 59 2600
k 410 499 31 3500
k 410 500 6 1800
k 410 501 12 3600
k 410 502 16 3000
k 410 503 4 3200
k 410 507 6 1600
k 410 508 6 2100
k 410 509 4 2200
k 410 511 15 2000
k 410 512 6 3100
k 410 513 11 2800
k 410 514 16 2500
k 410 516 50 2500
k 410 517 50 2500
k 410 518 24 3400
k 410 519 11 2900
k 410 520 50 700
k 410 522 17 300
k 410 523 6 400
k 410 524 34 300
k 410 525 11 2400
k 410 527 1 600
k 410 528 7 1000
k 410 530 1 1400
k 410 531 8 2200
k 410 532 15 2400
k 410 533 3 2200
k 410 534 2 2100
k 410 536 25 1100
k 410 539 2 1400
k 410 540 52 1100
k 410 541 51 1400
k 410 542 2 1600
k 410 543 10 900
k 410 544 5 1800
k 410 545 4 2400
k 410 546 6 500
k 410 547 10 2900
k 410 549 9 1100
k 410 550 2 3300
k 410 551 5 500
k 410 552 6 300
k 410 554 10 3300
k 410 555 117 2500
k 410 556 8 3700
k 410 557 15 1600
k 410 558 1 3100
k 410 559 2 1700
k 410 560 1 2100
k 410 561 1 2200
k 410 562 1 3800
k 410 563 1 3800
k 410 565 10 1000
k 410 566 18 1400
k 410 569 7 3300
k 410 570 1 3700
k 410 571 27 3500
k 410 572 7 2100
k 410 573 7 1900
k 410 574 10 3800
k 410 575 12 300
k 410 576 14 2400
k 410 577 23 3400
k 410 578 68 300
k 410 580 16 2200
k 410 584 21 1000
k 410 585 9 2600
k 410 586 18 3200
k 410 587 15 3900
k 410 588 12 3100
k 410 590 4 3300
k 410 591 106 2800
k 410 593 9 4200
k 410 594 4 3400
k 410 595 11 3700
k 410 596 28 2500
k 410 598 2 4900
k 410 600 11 1200
k 410 601 69 300
k 410 602 5 2700
k 410 603 2 1900
k 410 604 16 1400
k 410 605 16 2000
k 411 464 2 3800
k 411 472 6 4700
k 411 473 8 2500
k 411 474 1 2100
k 411 481 1 3700
k 411 487 4 300
k 411 488 1 5100
k 411 491 9 4400
k 411 498 3 3000
k 411 499 2 3800
k 411 502 1 2600
k 411 508 1 1700
k 411 509 2 2800
k 411 511 3 2900
k 411 516 2 2700
k 411 518 5 1100
k 411 520 6 4000
k 411 522 1 4300
k 411 528 14 3900
k 411 529 1 4100
k 411 532 5 2400
k 411 536 3 6100
k 411 540 5 6000
k 411 541 1 5000
k 411 543 4 4100
k 411 546 3 4100
k 411 547 3 2700
k 411 553 2 3400
k 411 555 11 2300
k 411 561 5 3400
k 411 569 2 2600
k 411 575 3 3300
k 411 578 3 4500
k 411 582 1 4000
k 411 588 2 3300
k 411 589 1 3200
k 411 600 5 5000
k 411 601 2 4600
k 412 464 186 2200
k 412 465 22 2700
k 412 466 8 3400
k 412 467 12 3100
k 412 468 31 5600
k 412 469 14 4400
k 412 470 74 5200
k 412 471 57 4900
k 412 472 5 4200
k 412 475 10 2500
k 412 476 14 2600
k 412 479 4 3400
k 412 480 32 2600
k 412 481 112 1600
k 412 482 1 3800
k 412 483 10 3300
k 412 484 22 1900
k 412 486 38 2300
k 412 487 7 2800
k 412 488 122 4200
k 412 489 6 4800
k 412 491 152 3700
k 412 492 56 4200
k 412 493 117 3000
k 412 494 8 3200
k 412 495 7 1700
k 412 496 6 2400
k 412 497 1 2200
k 412 498 3 400
k 412 500 6 2600
k 412 502 21 1600
k 412 503 6 1800
k 412 505 9 2100
k 412 506 63 1300
k 412 507 46 1500
k 412 508 17 700
k 412 515 6 900
k 412 518 16 2700
k 412 519 4 2200
k 412 520 322 4000
k 412 521 2 2600
k 412 522 21 3700
k 412 523 1 2800
k 412 524 4 3700
k 412 525 18 2100
k 412 526 12 1900
k 412 527 91 3100
k 412 528 69 2800
k 412 529 18 3100
k 412 530 13 3900
k 412 531 12 1400
k 412 534 15 1200
k 412 535 7 4000
k 412 536 86 3900
k 412 538 4 4100
k 412 540 76 3700
k 412 541 181 4100
k 412 542 32 3900
k 412 543 259 3800
k 412 544 70 3500
k 412 545 28 2300
k 412 546 6 2800
k 412 547 151 1100
k 412 548 2 800
k 412 549 23 4100
k 412 552 27 3600
k 412 553 20 2400
k 412 554 75 2000
k 412 557 62 4400
k 412 559 7 4800
k 412 560 2 5500
k 412 561 12 2200
k 412 563 14 1800
k 412 564 10 3000
k 412 565 14 3900
k 412 566 46 2900
